id,speech_source,noise_type,noise_source,snr_db,impulse_timestamp_sec
pair_01213,data/clean/LibriSpeech\dev-clean\2078\142845\2078-142845-0039.wav,nonstationary,data/clean/musan/music\fma\music-fma-0005.wav,13.17,
pair_01214,data/clean/LibriSpeech\dev-clean\6241\66616\6241-66616-0023.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0119.wav + data/clean/SESA\train\explosion_053.wav,-0.5,0.087125
pair_01215,data/clean/LibriSpeech\dev-clean\8297\275156\8297-275156-0002.wav,nonstationary,data/clean/musan/music\jamendo\music-jamendo-0008.wav,8.05,
pair_01216,data/clean/LibriSpeech\dev-clean\2035\147960\2035-147960-0010.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0518.wav,7.14,
pair_01217,data/clean/LibriSpeech\dev-clean\2277\149897\2277-149897-0025.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0389.wav,14.06,
pair_01218,data/clean/LibriSpeech\dev-clean\2277\149897\2277-149897-0030.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0121.wav,-0.98,
pair_01219,data/clean/LibriSpeech\dev-clean\2086\149220\2086-149220-0012.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0802.wav,7.32,
pair_01220,data/clean/LibriSpeech\dev-clean\5694\64029\5694-64029-0002.wav,mixed,data/clean/musan/noise\sound-bible\noise-sound-bible-0083.wav + data/clean/SESA\train\gunshot_075.wav,-4.85,1.1564375
pair_01221,data/clean/LibriSpeech\dev-clean\3081\166546\3081-166546-0018.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0479.wav,5.63,
pair_01222,data/clean/LibriSpeech\dev-clean\652\130726\652-130726-0006.wav,impulsive,data/clean/SESA\test\explosion_189.wav,-3.22,1.229375
pair_01223,data/clean/LibriSpeech\dev-clean\3853\163249\3853-163249-0033.wav,impulsive,data/clean/SESA\train\siren_014.wav,2.34,1.0299375
pair_01224,data/clean/LibriSpeech\dev-clean\2086\149220\2086-149220-0024.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0431.wav + data/clean/SESA\train\explosion_078.wav,7.51,0.7360625
pair_01225,data/clean/LibriSpeech\dev-clean\2428\83699\2428-83699-0021.wav,impulsive,data/clean/SESA\train\siren_024.wav,9.55,1.2931875
pair_01226,data/clean/LibriSpeech\dev-clean\1993\147964\1993-147964-0002.wav,nonstationary,data/clean/musan/music\fma-western-art\music-fma-wa-0074.wav,4.23,
pair_01227,data/clean/LibriSpeech\dev-clean\2428\83705\2428-83705-0043.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0733.wav,14.66,
pair_01228,data/clean/LibriSpeech\dev-clean\2412\153948\2412-153948-0008.wav,nonstationary,data/clean/musan/music\jamendo\music-jamendo-0043.wav,13.64,
pair_01229,data/clean/LibriSpeech\dev-clean\2428\83699\2428-83699-0024.wav,impulsive,data/clean/SESA\test\siren_052.wav,3.6,1.876875
pair_01230,data/clean/LibriSpeech\dev-clean\1462\170142\1462-170142-0019.wav,impulsive,data/clean/SESA\train\gunshot_015.wav,4.86,1.18025
pair_01231,data/clean/LibriSpeech\dev-clean\6241\61943\6241-61943-0023.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0785.wav + data/clean/SESA\train\gunshot_073.wav,11.9,0.9543125
pair_01232,data/clean/LibriSpeech\dev-clean\6313\66129\6313-66129-0027.wav,impulsive,data/clean/SESA\train\gunshot_062.wav,-3.33,1.949125
pair_01233,data/clean/LibriSpeech\dev-clean\3752\4943\3752-4943-0018.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0642.wav,7.79,
pair_01234,data/clean/LibriSpeech\dev-clean\777\126732\777-126732-0028.wav,nonstationary,data/clean/musan/music\rfm\music-rfm-0001.wav,13.48,
pair_01235,data/clean/LibriSpeech\dev-clean\2035\147960\2035-147960-0011.wav,nonstationary,data/clean/musan/music\fma-western-art\music-fma-wa-0007.wav,0.65,
pair_01236,data/clean/LibriSpeech\dev-clean\2078\142845\2078-142845-0028.wav,nonstationary,data/clean/musan/music\fma\music-fma-0103.wav,8.27,
pair_01237,data/clean/LibriSpeech\dev-clean\5895\34615\5895-34615-0014.wav,nonstationary,data/clean/musan/music\fma-western-art\music-fma-wa-0069.wav,-3.78,
pair_01238,data/clean/LibriSpeech\dev-clean\1462\170145\1462-170145-0019.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0451.wav,-0.1,
pair_01239,data/clean/LibriSpeech\dev-clean\5895\34629\5895-34629-0024.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0550.wav + data/clean/SESA\train\gunshot_058.wav,6.1,1.161625
pair_01240,data/clean/LibriSpeech\dev-clean\7976\110124\7976-110124-0008.wav,impulsive,data/clean/SESA\train\gunshot_025.wav,7.2,1.7794375
pair_01241,data/clean/LibriSpeech\dev-clean\422\122949\422-122949-0032.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0779.wav + data/clean/SESA\train\explosion_062.wav,7.82,2.496
pair_01242,data/clean/LibriSpeech\dev-clean\1462\170142\1462-170142-0027.wav,nonstationary,data/clean/musan/music\hd-classical\music-hd-0038.wav,3.79,
pair_01243,data/clean/LibriSpeech\dev-clean\6313\66125\6313-66125-0008.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0829.wav,10.36,
pair_01244,data/clean/LibriSpeech\dev-clean\7976\105575\7976-105575-0028.wav,impulsive,data/clean/SESA\test\explosion_036.wav,-3.33,0.44975
pair_01245,data/clean/LibriSpeech\dev-clean\3853\163249\3853-163249-0008.wav,nonstationary,data/clean/musan/music\fma-western-art\music-fma-wa-0065.wav,-2.32,
pair_01246,data/clean/LibriSpeech\dev-clean\7976\110124\7976-110124-0002.wav,impulsive,data/clean/SESA\train\explosion_151.wav,10.82,3.116125
pair_01247,data/clean/LibriSpeech\dev-clean\2902\9008\2902-9008-0003.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0143.wav + data/clean/SESA\train\gunshot_082.wav,2.42,2.129
pair_01248,data/clean/LibriSpeech\dev-clean\652\129742\652-129742-0018.wav,nonstationary,data/clean/musan/music\jamendo\music-jamendo-0093.wav,-4.27,
pair_01249,data/clean/LibriSpeech\dev-clean\5694\64029\5694-64029-0002.wav,impulsive,data/clean/SESA\train\siren_003.wav,3.43,1.3214375
pair_01250,data/clean/LibriSpeech\dev-clean\422\122949\422-122949-0008.wav,nonstationary,data/clean/musan/music\jamendo\music-jamendo-0052.wav,10.22,
pair_01251,data/clean/LibriSpeech\dev-clean\5338\284437\5338-284437-0032.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0413.wav,2.28,
pair_01252,data/clean/LibriSpeech\dev-clean\2412\153947\2412-153947-0016.wav,impulsive,data/clean/SESA\train\explosion_161.wav,12.71,0.2513125
pair_01253,data/clean/LibriSpeech\dev-clean\1462\170138\1462-170138-0008.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0517.wav + data/clean/SESA\train\explosion_196.wav,4.87,1.76075
pair_01254,data/clean/LibriSpeech\dev-clean\2902\9006\2902-9006-0002.wav,nonstationary,data/clean/musan/music\fma\music-fma-0103.wav,13.07,
pair_01255,data/clean/LibriSpeech\dev-clean\3081\166546\3081-166546-0026.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0627.wav,-0.92,
pair_01256,data/clean/LibriSpeech\dev-clean\174\168635\174-168635-0015.wav,impulsive,data/clean/SESA\train\gunshot_087.wav,3.13,0.36125
pair_01257,data/clean/LibriSpeech\dev-clean\3536\23268\3536-23268-0013.wav,impulsive,data/clean/SESA\train\explosion_130.wav,-4.13,0.2298125
pair_01258,data/clean/LibriSpeech\dev-clean\1988\148538\1988-148538-0007.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0279.wav,3.42,
pair_01259,data/clean/LibriSpeech\dev-clean\1673\143397\1673-143397-0018.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0085.wav + data/clean/SESA\train\gunshot_071.wav,0.2,2.0061875
pair_01260,data/clean/LibriSpeech\dev-clean\6295\64301\6295-64301-0025.wav,nonstationary,data/clean/musan/music\jamendo\music-jamendo-0146.wav,10.29,
pair_01261,data/clean/LibriSpeech\dev-clean\174\50561\174-50561-0010.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0476.wav,0.48,
pair_01262,data/clean/LibriSpeech\dev-clean\3000\15664\3000-15664-0011.wav,nonstationary,data/clean/musan/music\jamendo\music-jamendo-0013.wav,1.55,
pair_01263,data/clean/LibriSpeech\dev-clean\777\126732\777-126732-0038.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0377.wav + data/clean/SESA\train\siren_054.wav,-3.1,0.6078125
pair_01264,data/clean/LibriSpeech\dev-clean\6241\66616\6241-66616-0019.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0434.wav,9.5,
pair_01265,data/clean/LibriSpeech\dev-clean\2428\83705\2428-83705-0006.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0762.wav,7.52,
pair_01266,data/clean/LibriSpeech\dev-clean\2412\153948\2412-153948-0007.wav,nonstationary,data/clean/musan/music\jamendo\music-jamendo-0168.wav,10.98,
pair_01267,data/clean/LibriSpeech\dev-clean\2277\149897\2277-149897-0014.wav,impulsive,data/clean/SESA\test\explosion_136.wav,7.58,0.1378125
pair_01268,data/clean/LibriSpeech\dev-clean\5338\284437\5338-284437-0022.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0273.wav + data/clean/SESA\test\explosion_000.wav,4.05,1.3258125
pair_01269,data/clean/LibriSpeech\dev-clean\1673\143397\1673-143397-0018.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0820.wav + data/clean/SESA\train\gunshot_035.wav,2.14,1.006375
pair_01270,data/clean/LibriSpeech\dev-clean\6241\61943\6241-61943-0026.wav,nonstationary,data/clean/musan/music\hd-classical\music-hd-0028.wav,14.42,
pair_01271,data/clean/LibriSpeech\dev-clean\3081\166546\3081-166546-0038.wav,impulsive,data/clean/SESA\train\explosion_089.wav,-1.56,1.43475
pair_01272,data/clean/LibriSpeech\dev-clean\5694\64029\5694-64029-0015.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0103.wav + data/clean/SESA\train\explosion_180.wav,9.2,1.4380625
pair_01273,data/clean/LibriSpeech\dev-clean\2902\9008\2902-9008-0014.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0043.wav + data/clean/SESA\train\explosion_064.wav,8.94,0.5874375
pair_01274,data/clean/LibriSpeech\dev-clean\7850\111771\7850-111771-0005.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0623.wav + data/clean/SESA\test\explosion_025.wav,-1.16,1.481875
pair_01275,data/clean/LibriSpeech\dev-clean\777\126732\777-126732-0039.wav,impulsive,data/clean/SESA\train\siren_045.wav,6.38,1.3223125
pair_01276,data/clean/LibriSpeech\dev-clean\84\121550\84-121550-0004.wav,nonstationary,data/clean/musan/music\fma-western-art\music-fma-wa-0061.wav,12.63,
pair_01277,data/clean/LibriSpeech\dev-clean\2428\83705\2428-83705-0007.wav,impulsive,data/clean/SESA\test\explosion_052.wav,0.68,0.2203125
pair_01278,data/clean/LibriSpeech\dev-clean\3853\163249\3853-163249-0049.wav,impulsive,data/clean/SESA\train\explosion_072.wav,-2.07,1.0501875
pair_01279,data/clean/LibriSpeech\dev-clean\3752\4943\3752-4943-0019.wav,impulsive,data/clean/SESA\train\gunshot_071.wav,-0.44,0.4436875
pair_01280,data/clean/LibriSpeech\dev-clean\251\118436\251-118436-0023.wav,stationary,data/clean/musan/noise\sound-bible\noise-sound-bible-0065.wav,3.47,
pair_01281,data/clean/LibriSpeech\dev-clean\2035\147961\2035-147961-0007.wav,nonstationary,data/clean/musan/music\rfm\music-rfm-0014.wav,-3.03,
pair_01282,data/clean/LibriSpeech\dev-clean\2902\9006\2902-9006-0016.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0659.wav,4.27,
pair_01283,data/clean/LibriSpeech\dev-clean\2428\83699\2428-83699-0030.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0000.wav + data/clean/SESA\train\explosion_054.wav,7.66,1.4595
pair_01284,data/clean/LibriSpeech\dev-clean\7976\110124\7976-110124-0004.wav,nonstationary,data/clean/musan/music\fma-western-art\music-fma-wa-0038.wav,3.21,
pair_01285,data/clean/LibriSpeech\dev-clean\8842\304647\8842-304647-0007.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0532.wav + data/clean/SESA\train\explosion_202.wav,8.38,0.60075
pair_01286,data/clean/LibriSpeech\dev-clean\3081\166546\3081-166546-0026.wav,nonstationary,data/clean/musan/music\jamendo\music-jamendo-0056.wav,-3.96,
pair_01287,data/clean/LibriSpeech\dev-clean\251\137823\251-137823-0002.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0123.wav + data/clean/SESA\train\siren_057.wav,-0.02,0.75125
pair_01288,data/clean/LibriSpeech\dev-clean\1272\128104\1272-128104-0013.wav,impulsive,data/clean/SESA\train\siren_080.wav,2.78,1.4773125
pair_01289,data/clean/LibriSpeech\dev-clean\777\126732\777-126732-0070.wav,nonstationary,data/clean/musan/music\jamendo\music-jamendo-0115.wav,4.38,
pair_01290,data/clean/LibriSpeech\dev-clean\6313\66129\6313-66129-0008.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0759.wav + data/clean/SESA\train\gunshot_049.wav,14.6,1.4455625
pair_01291,data/clean/LibriSpeech\dev-clean\3576\138058\3576-138058-0027.wav,impulsive,data/clean/SESA\train\explosion_023.wav,-0.36,0.2796875
pair_01292,data/clean/LibriSpeech\dev-clean\2412\153954\2412-153954-0002.wav,impulsive,data/clean/SESA\train\gunshot_012.wav,6.53,0.4421875
pair_01293,data/clean/LibriSpeech\dev-clean\3536\8226\3536-8226-0005.wav,nonstationary,data/clean/musan/music\jamendo\music-jamendo-0172.wav,9.75,
pair_01294,data/clean/LibriSpeech\dev-clean\2902\9006\2902-9006-0018.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0283.wav + data/clean/SESA\test\gunshot_063.wav,0.25,22.975375
pair_01295,data/clean/LibriSpeech\dev-clean\6295\244435\6295-244435-0017.wav,impulsive,data/clean/SESA\train\siren_096.wav,7.36,2.632375
pair_01296,data/clean/LibriSpeech\dev-clean\5694\64025\5694-64025-0006.wav,mixed,data/clean/musan/noise\sound-bible\noise-sound-bible-0080.wav + data/clean/SESA\test\explosion_063.wav,-4.06,0.9705625
pair_01297,data/clean/LibriSpeech\dev-clean\8842\302203\8842-302203-0008.wav,impulsive,data/clean/SESA\train\explosion_092.wav,7.73,0.42125
pair_01298,data/clean/LibriSpeech\dev-clean\1272\128104\1272-128104-0008.wav,impulsive,data/clean/SESA\train\gunshot_038.wav,6.46,0.57725
pair_01299,data/clean/LibriSpeech\dev-clean\5694\64029\5694-64029-0030.wav,impulsive,data/clean/SESA\train\gunshot_016.wav,-0.16,0.4354375
pair_01300,data/clean/LibriSpeech\dev-clean\1462\170138\1462-170138-0012.wav,nonstationary,data/clean/musan/music\hd-classical\music-hd-0009.wav,-0.58,
pair_01301,data/clean/LibriSpeech\dev-clean\3853\163249\3853-163249-0019.wav,impulsive,data/clean/SESA\train\gunshot_023.wav,14.4,1.23675
pair_01302,data/clean/LibriSpeech\dev-clean\6295\64301\6295-64301-0019.wav,impulsive,data/clean/SESA\train\explosion_070.wav,9.38,3.530875
pair_01303,data/clean/LibriSpeech\dev-clean\3170\137482\3170-137482-0030.wav,nonstationary,data/clean/musan/music\rfm\music-rfm-0033.wav,2.38,
pair_01304,data/clean/LibriSpeech\dev-clean\777\126732\777-126732-0049.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0771.wav + data/clean/SESA\train\siren_000.wav,12.16,0.71775
pair_01305,data/clean/LibriSpeech\dev-clean\6313\76958\6313-76958-0020.wav,stationary,data/clean/musan/noise\sound-bible\noise-sound-bible-0009.wav,-4.14,
pair_01306,data/clean/LibriSpeech\dev-clean\5694\64038\5694-64038-0015.wav,impulsive,data/clean/SESA\train\siren_044.wav,2.54,2.9071875
pair_01307,data/clean/LibriSpeech\dev-clean\5895\34629\5895-34629-0019.wav,nonstationary,data/clean/musan/music\rfm\music-rfm-0025.wav,5.64,
pair_01308,data/clean/LibriSpeech\dev-clean\2086\149214\2086-149214-0002.wav,impulsive,data/clean/SESA\train\explosion_165.wav,1.65,1.5986875
pair_01309,data/clean/LibriSpeech\dev-clean\5895\34622\5895-34622-0003.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0313.wav,10.75,
pair_01310,data/clean/LibriSpeech\dev-clean\6345\93302\6345-93302-0003.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0152.wav + data/clean/SESA\train\explosion_023.wav,7.1,1.066125
pair_01311,data/clean/LibriSpeech\dev-clean\1272\135031\1272-135031-0016.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0254.wav + data/clean/SESA\train\explosion_026.wav,7.21,0.6261875
pair_01312,data/clean/LibriSpeech\dev-clean\3752\4943\3752-4943-0028.wav,nonstationary,data/clean/musan/music\fma\music-fma-0039.wav,-2.54,
pair_01313,data/clean/LibriSpeech\dev-clean\251\118436\251-118436-0008.wav,impulsive,data/clean/SESA\test\gunshot_093.wav,6.01,1.5060625
pair_01314,data/clean/LibriSpeech\dev-clean\3752\4943\3752-4943-0010.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0714.wav,10.01,
pair_01315,data/clean/LibriSpeech\dev-clean\7976\105575\7976-105575-0021.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0457.wav + data/clean/SESA\train\gunshot_051.wav,-3.74,0.1074375
pair_01316,data/clean/LibriSpeech\dev-clean\3576\138058\3576-138058-0024.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0758.wav + data/clean/SESA\test\explosion_208.wav,-3.0,10.7611875
pair_01317,data/clean/LibriSpeech\dev-clean\5536\43359\5536-43359-0004.wav,impulsive,data/clean/SESA\train\siren_069.wav,4.89,0.9044375
pair_01318,data/clean/LibriSpeech\dev-clean\652\130726\652-130726-0033.wav,impulsive,data/clean/SESA\train\siren_020.wav,-1.18,0.077625
pair_01319,data/clean/LibriSpeech\dev-clean\1272\141231\1272-141231-0032.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0532.wav + data/clean/SESA\train\explosion_194.wav,1.29,0.3004375
pair_01320,data/clean/LibriSpeech\dev-clean\2902\9008\2902-9008-0009.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0014.wav,1.3,
pair_01321,data/clean/LibriSpeech\dev-clean\3170\137482\3170-137482-0000.wav,mixed,data/clean/musan/noise\sound-bible\noise-sound-bible-0083.wav + data/clean/SESA\train\siren_096.wav,14.89,17.9569375
pair_01322,data/clean/LibriSpeech\dev-clean\8842\302201\8842-302201-0007.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0753.wav,13.12,
pair_01323,data/clean/LibriSpeech\dev-clean\2035\147961\2035-147961-0030.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0004.wav + data/clean/SESA\train\gunshot_088.wav,14.79,0.252625
pair_01324,data/clean/LibriSpeech\dev-clean\8842\302201\8842-302201-0003.wav,nonstationary,data/clean/musan/music\rfm\music-rfm-0028.wav,0.87,
pair_01325,data/clean/LibriSpeech\dev-clean\652\130726\652-130726-0007.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0143.wav + data/clean/SESA\train\siren_076.wav,-1.27,0.36775
pair_01326,data/clean/LibriSpeech\dev-clean\3081\166546\3081-166546-0001.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0584.wav,12.88,
pair_01327,data/clean/LibriSpeech\dev-clean\7850\281318\7850-281318-0019.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0392.wav + data/clean/SESA\train\explosion_015.wav,5.14,2.5725
pair_01328,data/clean/LibriSpeech\dev-clean\2035\147960\2035-147960-0005.wav,nonstationary,data/clean/musan/music\rfm\music-rfm-0032.wav,9.67,
pair_01329,data/clean/LibriSpeech\dev-clean\2035\147960\2035-147960-0006.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0742.wav + data/clean/SESA\train\siren_041.wav,10.26,0.2889375
pair_01330,data/clean/LibriSpeech\dev-clean\174\168635\174-168635-0008.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0661.wav,11.46,
pair_01331,data/clean/LibriSpeech\dev-clean\652\129742\652-129742-0011.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0775.wav + data/clean/SESA\train\explosion_070.wav,-3.98,1.3510625
pair_01332,data/clean/LibriSpeech\dev-clean\3536\8226\3536-8226-0002.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0826.wav + data/clean/SESA\train\explosion_102.wav,-2.69,0.2166875
pair_01333,data/clean/LibriSpeech\dev-clean\2078\142845\2078-142845-0040.wav,stationary,data/clean/musan/noise\sound-bible\noise-sound-bible-0065.wav,12.37,
